,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,diff_cvap_turnout_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,combined_cvap_turnout_2016
896,CRAWFORD//MI,0.0806180718844,5954.0,21.8338755649,0.942362,8.8,6.4,95.4587981288,52.0823267949,26039.0,26039.0,1,32.840626372,11.0067508072,61.753923
897,TALLADEGA//AL,0.0807344704684,31424.0,9.52755916568,1.61435,12.7,6.8,63.7093704336,42.9999643583,1121.0,1121.0,1,25.5524113432,16.0248521776,55.141646
898,CALHOUN//MS,0.081053698075,5922.0,11.7841629128,-5.594933,15.7,4.5,65.3864358645,38.7226755314,28013.0,28013.0,1,39.0597886102,27.2756256974,59.859854
899,CHASE//KS,0.0810810810811,1110.0,6.82274461741,5.930013,9.6,3.4,92.4687729611,56.6321243523,20017.0,20017.0,1,48.5096870343,41.6869424169,66.3149
900,HARDEE//FL,0.0811236545025,7618.0,9.8750967954,-3.34115,24.6,7.1,47.378768021,28.2071758599,12049.0,12049.0,1,40.7945097004,30.919412905,40.644172
901,CAMPBELL//TN,0.0812128790247,15995.0,17.270666823,1.784301,13.3,6.7,96.6920549582,30.4218864501,47013.0,47013.0,1,60.8765195138,43.6058526907,39.957169
902,MOORE//TX,0.0813869142608,6893.0,-5.59093620705,21.105978,21.0,2.9,35.0298460572,37.9936379859,48341.0,48341.0,1,54.6940326872,60.2849688942,67.140883
903,RUSK//WI,0.0814233050168,6239.0,30.1121661462,-0.433242,10.6,4.6,95.9044368601,44.8722910217,55107.0,55107.0,1,34.0446720728,3.93250592665,63.893259
904,TENSAS//LA,0.0814621409922,1915.0,6.01844574877,-2.683598,32.1,8.2,41.7126507255,33.7331334333,22107.0,22107.0,0,-5.85922139206,-11.8776671408,73.479658
905,SHERIDAN//WY,0.0816505008745,12578.0,4.99585414653,-0.096709,10.8,3.8,91.700854126,67.3199482486,56033.0,56033.0,1,51.7375061676,46.7416520211,62.32838
906,RANDOLPH//AL,0.0816601233875,8915.0,13.5050683146,-2.153254,14.3,5.1,75.1898622395,40.1762171201,1111.0,1111.0,1,53.3761105627,39.8710422481,57.891607
907,ANDERSON//KS,0.0817073170732,3280.0,12.5358727429,0.492757,12.8,3.7,94.959473151,51.5473527218,20003.0,20003.0,1,52.5175465365,39.9816737935,56.940782
908,PHILLIPS//AR,0.0817455439459,8135.0,5.93907011417,-2.575099,17.9,5.0,35.2018047178,43.7466119415,5107.0,5107.0,0,-26.8204235567,-32.7594936709,50.448376
909,RIO BLANCO//CO,0.0817888799355,2482.0,4.45619234435,3.577066,10.1,3.9,84.5649582837,57.4177097821,8103.0,8103.0,1,68.3643771828,63.9081848384,73.561639
910,LUNENBURG//VA,0.0819309123118,4516.0,12.5948748762,-0.258267,15.5,4.5,60.0095556617,39.5618838992,51111.0,51111.0,1,17.5721714183,4.97729654209,57.153249
911,TANGIPAHOA//LA,0.0820086625772,45483.0,4.90051478672,2.922451,16.9,5.9,63.9218717626,46.1296349706,22105.0,22105.0,1,32.5766976575,27.6761828708,57.422906
912,POTTAWATOMIE//KS,0.08203125,8192.0,3.46978181759,3.264958,7.4,3.4,89.9933701657,64.5577655523,20149.0,20149.0,1,50.7771020369,47.3073202193,64.18314
913,STANLY//NC,0.0820974352474,23667.0,9.82927438681,2.46222,13.5,4.6,81.6492258938,48.4529153364,37167.0,37167.0,1,50.1850531391,40.3557787523,65.414417
914,ALCORN//MS,0.0821964068621,14806.0,10.1745614013,-0.057197,16.9,4.7,83.2391007262,44.5248832977,28003.0,28003.0,1,61.788782897,51.6142214957,52.985245
915,FRANKLIN//LA,0.0823403400723,7469.0,7.61694385382,-0.641436,22.3,7.8,65.8686131387,32.9840613932,22041.0,22041.0,1,43.7459070072,36.1289631534,60.599726
916,DURHAM//NC,0.0823625781418,115975.0,-7.64121678377,-1.927572,15.1,4.5,42.0657371277,70.0493185171,37063.0,37063.0,0,-60.3840763104,-52.7428595267,73.109943
917,GARFIELD//MT,0.0823798627002,437.0,7.14485514486,-1.857352,19.2,3.0,97.1346704871,47.7513227513,30033.0,30033.0,1,86.5734265734,79.4285714286,70.238853
918,PHILLIPS//CO,0.0824079485681,1711.0,11.7911654342,4.036224,13.4,1.6,78.471745596,59.0389784946,8095.0,8095.0,1,58.1046312178,46.3134657837,79.940474
919,RANDOLPH//MO,0.0824852071006,8450.0,14.3228112935,3.432519,13.2,4.1,89.4609110802,46.8051492101,29175.0,29175.0,1,50.8875739645,36.564762671,54.708511
920,COCHRAN//TX,0.0825242718447,1030.0,11.4782701414,1.836395,30.8,5.5,38.3561643836,36.1339923119,48079.0,48079.0,1,54.2730299667,42.7947598253,51.926237
921,ELLIOTT//KY,0.0825454545455,2750.0,46.7581548511,7.823094,12.3,8.8,96.6601941748,32.8028293546,21063.0,21063.0,1,44.2571127503,-2.50104210088,46.246579
922,CALDWELL//NC,0.0827155800545,31566.0,14.8777737881,2.188998,16.2,5.0,88.0941314611,45.0624783061,37027.0,37027.0,1,50.6224298543,35.7446560662,57.760745
923,GRANT//KY,0.0831231231231,8325.0,22.9359282201,4.229256,11.1,4.2,94.2318605594,37.7434135166,21081.0,21081.0,1,56.098837818,33.162909598,53.070265
924,HANSON//SD,0.0833333333333,1056.0,17.6037698164,-18.504395,6.8,3.3,92.7643236858,59.5538312318,46061.0,46061.0,1,53.4895314058,35.8857615894,87.210965
925,APPANOOSE//IA,0.0833789454479,5481.0,32.8385299797,0.891173,11.0,4.6,96.1717578341,52.3545091071,19007.0,19007.0,1,36.3845144357,3.54598445596,64.36646
926,KINNEY//TX,0.0834105653383,1079.0,8.51483343189,-0.297654,24.8,5.9,37.3217780263,38.5380788366,48271.0,48271.0,1,33.6376404494,25.1228070175,54.819512
927,CHEBOYGAN//MI,0.0834892631204,11223.0,21.1305816121,1.196724,13.2,9.0,92.3588945115,49.7083333333,26031.0,26031.0,1,32.080310691,10.9497290789,65.065557
928,WEST CARROLL//LA,0.0835661080074,4296.0,7.38089086586,3.964907,33.7,10.4,79.6228391828,31.0131477185,22123.0,22123.0,1,68.3967220004,61.0158311346,56.560534
929,DAVIESS//IN,0.0835661893119,11452.0,12.0647332695,1.679808,21.1,3.2,93.0085464811,37.6717101334,18027.0,18027.0,1,62.8260059613,50.7612726918,47.792867
930,CUMBERLAND//VA,0.0837487537388,4012.0,11.2573870574,-1.896978,18.1,4.4,63.0185617203,40.9852941176,51049.0,51049.0,1,13.558974359,2.30158730159,64.221656
931,TATE//MS,0.0837664934026,10004.0,13.0322103657,-4.160356,15.4,4.8,65.0994193208,50.2856515052,28137.0,28137.0,1,31.442620072,18.4104097063,54.50393
932,SMITH//TN,0.0838459481145,7478.0,22.6439097537,0.825998,10.4,4.4,93.452132107,33.7489482139,47159.0,47159.0,1,51.2415654521,28.5976556983,49.885267
933,FRANKLIN//FL,0.0839096357769,4338.0,8.15089654053,3.448182,20.3,4.2,78.6205710354,43.4708875071,12037.0,12037.0,1,39.6635015825,31.512605042,61.512071
934,GARFIELD//CO,0.0839879740083,20622.0,2.14976081442,1.039368,25.8,3.0,68.7189011143,59.7928235797,8045.0,8045.0,1,7.08751139471,4.93775058029,68.866974
935,BLADEN//NC,0.0840913825429,14401.0,11.4827491004,0.235099,15.4,6.6,54.3433179724,46.0131644726,37017.0,37017.0,1,9.46452391539,-2.018225185,62.162602
936,HENRY//KY,0.0841121495327,5992.0,22.1984943175,2.434164,11.0,3.5,91.8408282109,36.6669826524,21103.0,21103.0,1,43.6292355083,21.4307411908,59.44162
937,MCMINN//TN,0.0841425568125,19978.0,12.8396101792,2.811923,12.8,5.5,89.9820972841,39.9129291934,47107.0,47107.0,1,59.7303947791,46.8907845998,47.286704
938,WARREN//GA,0.0842352941176,2125.0,7.40543253673,-4.028565,16.8,6.6,37.5651861176,28.7914382668,13301.0,13301.0,0,-13.807890223,-21.2133227597,54.536766
939,PUTNAM//MO,0.0842440801457,2196.0,20.6011526574,1.858323,15.4,4.3,97.0582226762,45.8237327189,29171.0,29171.0,1,67.634500427,47.0333477696,62.720209
940,KLEBERG//TX,0.084448927196,10906.0,4.13819780329,3.671583,22.1,6.4,21.9457366761,52.5130860584,48273.0,48273.0,0,-3.68026995676,-7.81846776005,41.822591
941,BATES//MO,0.0844544095665,6690.0,22.9492967654,2.691078,13.6,4.2,94.8627050412,41.707530648,29013.0,29013.0,1,54.6440593442,31.6947625788,64.834887
942,STEUBEN//NY,0.0845389449072,41058.0,19.7862944589,6.058938,9.3,5.3,93.9076673592,51.6819392804,36101.0,36101.0,1,36.1608422589,16.3745478,57.059938
943,ONTONAGON//MI,0.0846303501946,3084.0,17.0597285292,1.833504,13.1,7.4,95.7764369641,50.7782101167,26131.0,26131.0,1,26.1403508772,9.08062234795,66.594535
944,WEAKLEY//TN,0.0847346103231,13678.0,10.3984065173,0.723055,10.6,5.7,87.0841202964,44.0107174204,47183.0,47183.0,1,51.3812154696,40.9828089523,45.747331
945,ESCAMBIA//AL,0.0847792664177,13659.0,11.1728171401,0.221658,18.5,6.3,60.6906550679,37.7782904603,1053.0,1053.0,1,36.7054492868,25.5326321467,50.956202
946,HAMILTON//TX,0.0849652558433,3166.0,5.87398489602,0.65912,15.8,4.7,86.3537382047,47.482856665,48193.0,48193.0,1,71.4048212801,65.5308363841,56.738281
947,SCHUYLER//IL,0.085,3000.0,29.5566930135,2.170205,17.2,5.5,93.9543154151,48.6411536328,17169.0,17169.0,1,38.2120253165,8.65533230294,68.652803
948,COLUMBIA//AR,0.0853391684902,9597.0,2.59085534494,-1.670492,12.8,5.1,59.1564927858,45.9696727853,5027.0,5027.0,1,26.2079891366,23.6171337916,49.759352
949,FULTON//PA,0.0854026845638,5960.0,14.1171171415,4.408997,8.8,5.7,96.5155845924,34.015173341,42057.0,42057.0,1,70.7696870829,56.6525699414,58.410865
950,WASCO//OR,0.0855317394889,9704.0,8.84619755758,1.430219,14.4,4.6,76.051310215,56.3330682722,41065.0,41065.0,1,9.66136343436,0.815165876777,62.121075
951,ROSEBUD//MT,0.0855842185129,3295.0,21.567956154,-0.094539,23.9,4.6,58.6933276305,54.7372002041,30087.0,30087.0,1,36.9973190349,15.4293628809,53.245962
952,GRAY//TX,0.085696969697,8250.0,3.5702902482,2.196956,20.6,6.5,65.8921811774,47.5074840557,48179.0,48179.0,1,78.75,75.1797097518,47.996861
953,ROBERTS//TX,0.0857142857143,350.0,4.39262787327,6.67634,14.3,4.7,95.4887218045,66.3961038961,48393.0,48393.0,1,91.6363636364,87.2437357631,79.646468
954,SUMTER//AL,0.0857736240914,4815.0,5.17750996592,-4.029387,19.2,7.4,24.825725208,37.7829724409,1119.0,1119.0,0,-49.413237365,-54.590747331,62.194312
955,MITCHELL//NC,0.0859079445145,6344.0,6.66566489034,3.570968,14.6,5.9,93.2420091324,47.3557477927,37121.0,37121.0,1,58.3794665325,51.7138016421,66.828501
956,CLARKE//AL,0.0859488671794,9622.0,2.51118781207,-3.079236,15.2,10.8,53.3546071001,36.6300794021,1025.0,1025.0,1,10.7993197279,8.28813191582,68.842959
957,CHIPPEWA//MN,0.0859809372518,5036.0,30.7685650971,1.123208,8.2,3.4,90.0197465855,53.5803053616,27023.0,27023.0,1,28.8903267551,-1.87823834197,69.512612
958,COCKE//TN,0.0861318830727,14710.0,15.1224207749,1.980698,15.7,6.0,93.6779819371,32.5920943299,47029.0,47029.0,1,64.5110670631,49.3886462882,43.212649
959,RICHLAND//MT,0.0861795973762,4421.0,12.7911967149,2.227307,18.8,3.8,91.0887531441,53.896801935,30083.0,30083.0,1,66.8329177057,54.0417209909,58.920777
960,BEAVER//UT,0.086260560249,2249.0,-8.29464662121,-2.750331,13.5,4.8,88.8716916886,54.9573560768,49001.0,49001.0,1,63.2128514056,71.5074980268,59.956139
961,COLEMAN//TX,0.0863436123348,3405.0,3.08166093436,3.436274,26.1,5.5,78.0927835052,41.1424797755,48083.0,48083.0,1,76.7537826685,73.6721217341,56.007791
962,BENEWAH//ID,0.0864231188659,3668.0,18.4981594091,4.188198,20.1,6.0,84.639084507,45.1582575995,16009.0,16009.0,1,55.3673664122,36.8692070031,60.115969
963,CATAHOULA//LA,0.0864461045891,3748.0,12.5566469337,10.352308,24.6,7.7,65.8046257441,32.649548128,22025.0,22025.0,1,44.4192751236,31.8626281898,63.04552
964,TROUSDALE//TN,0.0864661654135,2926.0,23.9686878973,0.423655,13.0,4.4,85.5403348554,35.9061032864,47169.0,47169.0,1,36.7918523234,12.8231644261,49.364203
965,WAPELLO//IA,0.086524529083,14493.0,32.5647146341,1.384235,9.5,6.4,85.5698711596,49.5278505761,19179.0,19179.0,1,20.7988797013,-11.7658349328,63.361073
966,SKAMANIA//WA,0.0867630700779,4495.0,11.2684742846,0.748044,11.8,7.1,88.330516766,61.5413346614,53059.0,53059.0,1,12.582781457,1.31430717236,64.501196
967,BAKER//FL,0.0867763558806,8205.0,6.13074924614,3.363335,13.2,4.7,82.0305878017,37.827504779,12003.0,12003.0,1,64.7617539972,58.631004751,60.018486
968,OCHILTREE//TX,0.0868506493506,3696.0,-3.47468190401,3.810877,23.7,5.0,46.5889870325,45.4950652658,48357.0,48357.0,1,78.9667896679,82.4414715719,57.915622
969,GREER//OK,0.0869167429094,2186.0,14.4038011534,2.58638,18.8,6.6,76.3446133726,47.3450344368,40055.0,40055.0,1,61.1286919831,46.7248908297,40.125263
970,CLAIBORNE//LA,0.086978810663,5852.0,4.08558268819,-0.204497,17.1,6.0,46.2046998017,35.5689333559,22027.0,22027.0,1,13.5181435913,9.43256090315,49.476904
971,JEFFERSON//IA,0.0872269636916,6913.0,16.4285279331,-4.353142,10.8,3.5,82.2785541056,63.861264075,19101.0,19101.0,1,0.44994375703,-15.9785841761,64.30946
972,DECATUR//TN,0.0873844917638,4978.0,21.7026187599,3.781668,12.3,6.5,91.9219578983,36.7291271347,47039.0,47039.0,1,58.6847279878,36.9821092279,50.235975
973,MONTGOMERY//NC,0.0874574990555,10588.0,10.6628099713,0.247097,19.3,5.2,63.5810296728,44.9476799493,37123.0,37123.0,1,25.8712551315,15.2084451601,58.508289
974,GREENWOOD//KS,0.0874645892351,2824.0,9.86396489559,16.381031,12.3,4.6,92.4761457845,49.7389033943,20073.0,20073.0,1,59.1248665955,49.2609016999,58.537966
975,BON HOMME//SD,0.0875,2480.0,25.5402820979,-2.063769,5.6,2.8,88.0365036361,50.4428262153,46009.0,46009.0,1,47.108271688,21.5679895901,52.717781
976,JOHNSON//TN,0.087601655015,7009.0,16.7966480581,3.198684,12.4,4.8,92.4904257091,33.9033457249,47091.0,47091.0,1,67.2971323978,50.5004843397,45.109186
977,SHARKEY//MS,0.087620124364,1769.0,4.84208909455,-7.02495,20.0,7.5,27.6586888658,46.8569595895,28125.0,28125.0,0,-34.8390446521,-39.6811337467,64.462268
978,MORGAN//WV,0.0877789874796,7348.0,23.8447837555,2.652663,16.1,3.5,96.0515021459,42.0164800995,54065.0,54065.0,1,54.3549443353,30.5101605798,53.195977
979,SUWANNEE//FL,0.0878650392996,15649.0,10.345081694,3.605437,18.0,4.8,75.4444317009,38.0437291825,12121.0,12121.0,1,55.2931726908,44.9480909968,57.919776
980,TAYLOR//KY,0.0880082346886,9715.0,12.0486055921,1.38542,14.4,4.2,90.4133157284,41.9648308707,21217.0,21217.0,1,51.0308822228,38.9822766307,58.172196
981,MORGAN//CO,0.088283274158,10421.0,16.0890587392,2.701932,12.6,2.6,60.5451532141,48.0816729788,8087.0,8087.0,1,41.8573351279,25.7682763886,61.072618
982,PUTNAM//TN,0.0883550351603,29721.0,7.92531456082,2.246779,14.4,4.9,89.260262837,46.0262008734,47141.0,47141.0,1,45.0107574746,37.0854429138,48.204547
983,TAYLOR//WI,0.0885107354957,8756.0,25.1497805958,-0.26136,10.4,3.7,96.7912878604,41.3171552812,55119.0,55119.0,1,44.5046193055,19.3548387097,61.461014
984,CROOK//WY,0.0885733603786,2958.0,8.2037282495,0.94586,12.8,3.7,96.7768709365,58.3053525578,56011.0,56011.0,1,81.5698753646,73.3661471151,68.52473
985,GILMER//WV,0.0892857142857,2744.0,23.2634461796,2.685812,14.3,6.6,79.6274872744,41.7364188413,54021.0,54021.0,1,53.4810126582,30.2175664786,37.883475
986,JIM HOGG//TX,0.0894549763033,1688.0,-0.177784169452,15.551409,25.6,9.4,6.5852261882,41.2130177515,48247.0,48247.0,0,-56.866446437,-56.6886622675,64.028668
987,WASHINGTON//FL,0.0894979383944,8246.0,9.71593314558,0.6432,14.1,5.0,77.3559624833,39.0581242499,12133.0,12133.0,1,57.1518305815,47.4358974359,57.148743
988,PRAIRIE//MT,0.0895795246801,547.0,16.2552039361,-0.242323,12.9,3.0,96.0641399417,43.9603960396,30079.0,30079.0,1,66.3265306122,50.0713266762,73.280257
989,GARVIN//OK,0.089640110151,10531.0,14.6229234806,4.408163,17.1,4.9,77.0679293389,41.0915627213,40049.0,40049.0,1,60.6874940651,46.0645705845,51.575935
990,CARROLL//VA,0.0900541919031,12548.0,20.1953827219,3.294325,14.1,4.7,95.2840300107,45.3301714703,51035.0,51035.0,1,59.5863693236,39.3909866017,58.078039
991,SCOTT//AR,0.0902589395808,4055.0,14.3110951606,0.854081,13.9,3.1,84.397424103,37.6600137646,5127.0,5127.0,1,62.015246934,47.7041517734,46.808913
992,WHEELER//TX,0.0902747492368,2293.0,4.74057541947,6.600804,23.5,5.3,68.7967248131,50.0395673965,48483.0,48483.0,1,82.0901994796,77.3496240602,62.786508
993,RIO ARRIBA//NM,0.0903131828114,13730.0,12.302560721,-1.887899,20.0,7.0,13.1117174397,49.6288559812,35039.0,35039.0,0,-40.2993160425,-52.6018767636,49.969155
994,LINCOLN//OK,0.0903937722016,13231.0,11.0905908755,3.084302,16.5,4.9,83.4627869233,45.1381737041,40081.0,40081.0,1,60.1028497964,49.0122589209,53.192055
995,WASHINGTON//KY,0.0905450500556,4495.0,11.1363310763,2.86792,10.6,3.4,88.2535684299,38.5271609585,21229.0,21229.0,1,46.130581747,34.9942506708,61.043108
996,COFFEE//TN,0.090552668871,21170.0,11.44721878,0.504571,13.2,4.9,89.3990420596,45.1227934473,47031.0,47031.0,1,48.5951244031,37.1479056231,49.320969
997,HIGHLAND//OH,0.0906205079061,16696.0,25.4788568205,1.615209,13.2,5.7,95.8072735696,41.3490137089,39071.0,39071.0,1,56.1297512905,30.65089447,56.79161
998,ROBESON//NC,0.0907521901558,45773.0,21.446546471,-2.729422,19.9,7.7,26.5809551349,41.584660767,37155.0,37155.0,1,4.85882293304,-16.5877235379,42.792043
999,ST. MARTIN//LA,0.0907898189452,19055.0,8.90830406434,-0.81625,14.4,6.8,64.7197229229,36.2233525747,22099.0,22099.0,1,33.4226571906,24.5143531262,64.519811
1000,BONNER//ID,0.0907927644972,17193.0,3.95410764353,3.93055,16.3,5.3,93.7807431939,59.8210722363,16017.0,16017.0,1,30.2111210229,26.2570133794,62.118357
1001,LASALLE//LA,0.0907944514502,5551.0,4.1263715775,-0.533539,16.1,5.3,83.2471977985,34.4518795513,22059.0,22059.0,1,79.628501827,75.5021302495,57.909602
1002,PENNINGTON//MN,0.0908783783784,5920.0,23.4795988799,1.115453,5.3,4.6,91.2756909993,55.1103671932,27113.0,27113.0,1,27.7919352421,4.31233636224,62.281877
1003,COOKE//TX,0.0910398684751,14598.0,0.530641400193,3.667391,16.0,3.9,77.0594153918,54.9992267244,48097.0,48097.0,1,68.1326286649,67.6019872647,56.797779
1004,DAWSON//TX,0.0912098298677,4232.0,7.31972407155,1.307872,23.3,4.8,37.7787623689,35.0954478708,48115.0,48115.0,1,50.5614823133,43.2417582418,39.511457
1005,ELMORE//ID,0.0912621359223,9785.0,13.0565848538,3.433806,13.8,4.0,74.082139446,57.7571884984,16039.0,16039.0,1,46.9773447588,33.920759905,48.594114
1006,GREENE//IL,0.0914254305606,5458.0,27.647962632,0.956857,9.3,5.3,97.1485705821,44.7102212856,17061.0,17061.0,1,52.9953085529,25.3473459209,54.429084
1007,UNION//TN,0.0914817858121,7302.0,16.5214992655,2.135306,13.8,5.7,96.6589861751,30.1247637051,47173.0,47173.0,1,64.7001934236,48.1786941581,42.082983
1008,TYLER//WV,0.0915376106195,3616.0,24.509986898,5.478707,13.9,7.3,98.1180117348,37.1730151446,54095.0,54095.0,1,67.9922673295,43.4822804314,50.981438
1009,JACK//TX,0.0917189046519,3031.0,1.30644776944,8.004802,20.2,4.1,78.6496758328,39.0772742093,48237.0,48237.0,1,79.6346211441,78.3281733746,51.444304
1010,CARROLL//GA,0.0917802066178,40074.0,2.47090834505,1.785445,17.3,5.5,71.9818819663,44.5650613136,13045.0,13045.0,1,40.1449341624,37.6740258173,52.623594
1011,JOHNSON//AR,0.0919790327366,10111.0,12.554399747,4.989383,13.9,3.9,81.4924797532,38.1316998469,5071.0,5071.0,1,40.5801933978,28.0257936508,50.339091
1012,WABASH//IN,0.0921633981862,12901.0,14.4900844397,2.576107,9.8,3.6,94.7277334817,45.6914917728,18169.0,18169.0,1,50.6969809914,36.2068965517,54.052198
1013,MCDONOUGH//IL,0.092258224091,12129.0,10.2168475265,11.049086,7.5,5.1,88.3563997626,63.1283393305,17109.0,17109.0,1,11.7041053447,1.48725781815,58.300406
1014,DAVISON//SD,0.0923076923077,8580.0,13.750474736,-0.37157,7.7,2.1,92.4142113509,64.1357646338,46035.0,46035.0,1,35.2364185111,21.4859437751,52.837437
1015,CLEVELAND//NC,0.0925159533282,37453.0,10.1175691813,4.678637,14.6,5.3,73.6236596761,47.7673699527,37045.0,37045.0,1,30.5820513401,20.4644821588,63.265252
1016,WILBARGER//TX,0.0926707597851,5212.0,7.64818361498,1.977379,18.1,4.6,60.5259157927,48.9840683445,48487.0,48487.0,1,57.5225554743,49.8743718593,43.380705
1017,GLASSCOCK//TX,0.092807424594,431.0,2.82162112451,0.165534,18.5,3.2,65.9322033898,53.4351145038,48173.0,48173.0,1,86.2126245847,83.3910034602,72.178608
1018,COTTLE//TX,0.0929133858268,635.0,18.4800748311,-7.879025,24.6,4.7,59.8675496689,44.4128787879,48101.0,48101.0,1,68.9536878216,50.4736129905,59.909737
1019,GRAHAM//AZ,0.0931654348024,10959.0,1.87588465878,0.208852,13.2,5.7,51.6935332959,51.8651803739,4009.0,4009.0,1,39.5678029986,37.6919183398,45.89327
1020,MCDONALD//MO,0.0932916566482,8318.0,15.7312976211,10.773587,22.4,3.6,79.3085269956,43.4013237877,29119.0,29119.0,1,64.0106886918,48.2793910707,61.750716
1021,BINGHAM//ID,0.0935501428766,14698.0,-6.62036879394,-3.950721,14.3,3.4,74.5127403264,55.768377459,16011.0,16011.0,1,48.0180451128,54.6384139067,56.91489
1022,COFFEY//KS,0.0935836368731,3569.0,5.84779815646,2.250755,9.9,5.0,94.0056751005,56.0356422327,20031.0,20031.0,1,57.3195355881,51.4717374316,62.455976
1023,JONES//GA,0.0936471043967,10326.0,6.02187811304,1.128417,14.0,4.5,72.2249286659,49.4072379368,13169.0,13169.0,1,34.6854040243,28.6635259112,57.743025
1024,TIPTON//TN,0.0936732329085,21575.0,7.96559895251,-0.850135,11.5,5.5,76.1844537406,46.6231753649,47167.0,47167.0,1,47.5526270751,39.5870281226,52.892023
1025,BIENVILLE//LA,0.093739250086,5814.0,6.85440072109,-1.081282,16.6,6.7,54.6326107176,39.3415294853,22013.0,22013.0,1,8.95074946467,2.09634874358,65.702301
1026,PERRY//AL,0.0939130434783,3450.0,3.94037633848,-8.300698,14.4,10.0,29.9960151425,35.9934587081,1105.0,1105.0,0,-46.0513796384,-49.9917559769,70.711505
1027,ANDREWS//TX,0.0940467494522,5476.0,-0.78611166443,2.344144,20.1,4.4,43.0581222057,40.8617234469,48003.0,48003.0,1,62.7080795778,63.4941912422,47.000942
1028,WILLIAMSBURG//SC,0.0940681531342,11885.0,6.11897829495,-2.386492,16.8,6.0,31.3707202599,38.3209768862,45089.0,45089.0,0,-33.7962655326,-39.9152438275,61.398852
1029,SWAIN//NC,0.0940695296524,5379.0,16.6435590734,2.524572,21.9,5.2,64.0048012427,49.3342819392,37173.0,37173.0,1,22.9187562688,6.27519719544,56.12843
1030,ARCHULETA//CO,0.0941132358455,5334.0,5.97120621251,0.236905,21.5,2.7,77.2301626417,65.5256183746,8007.0,8007.0,1,23.9368998628,17.9656936503,69.906634
1031,SEVIER//AR,0.0941563786008,6075.0,0.478204744696,3.561177,20.2,4.5,59.2946490618,34.3275182893,5133.0,5133.0,1,48.8377241532,48.3595194085,47.731557
1032,YELL//AR,0.0941849876415,7687.0,10.0879376841,2.21611,14.9,3.8,75.9972521182,35.1900123474,5149.0,5149.0,1,48.9591485365,38.8712108525,44.936675
1033,MONROE//TN,0.0942243936486,17193.0,14.6585123052,3.626296,13.7,5.3,91.4975824079,36.8526212299,47123.0,47123.0,1,59.6891495601,45.0306372549,51.255852
1034,RIO GRANDE//CO,0.0946502057613,4617.0,11.0791148478,1.056063,16.0,4.1,53.0693912303,53.7623638412,8105.0,8105.0,1,19.5881924198,8.50907757198,66.201097
1035,WOODWARD//OK,0.0947468440342,7367.0,4.03220215895,4.144714,9.4,5.3,81.3923568093,46.9599246322,40153.0,40153.0,1,72.0718341476,68.0396319887,51.463944
1036,MASON//MI,0.0948726322665,12248.0,17.0318318441,0.258643,11.6,4.8,91.9438542719,57.308460377,26105.0,26105.0,1,21.994815118,4.96298327392,65.462643
1037,MADISON//AR,0.0949826443673,6338.0,16.1631459622,0.312066,16.5,2.7,90.8992485034,32.4269141531,5087.0,5087.0,1,49.1005603067,32.9374143444,56.775862
1038,BATH//VA,0.0950605778192,2146.0,24.9985226053,2.638114,14.0,3.3,91.184813441,49.0494296578,51017.0,51017.0,1,42.1310744539,17.1325518485,61.219156
1039,HENDRY//FL,0.0951079770824,11345.0,8.31426285252,-0.558323,30.6,8.9,34.0588587962,30.8049341418,12051.0,12051.0,1,14.2445524941,5.93028964163,46.588939
1040,MINER//SD,0.0954274353877,1006.0,26.171679198,-3.320903,7.7,2.6,94.6660884649,52.1603005636,46097.0,46097.0,1,39.9436090226,13.7719298246,61.337703
1041,LIVE OAK//TX,0.095431197621,3699.0,9.05503365996,1.476497,19.9,5.9,56.9527499368,44.5415355936,48297.0,48297.0,1,63.5340988985,54.4790652386,46.80641
1042,CASTRO//TX,0.0955617752899,2501.0,4.79753750067,-0.632351,32.9,3.2,34.8263714142,36.9159857532,48069.0,48069.0,1,44.4388777555,39.6413402548,47.829059
1043,HENDERSON//TX,0.0961383478845,29780.0,5.26534110721,0.913423,21.2,4.6,79.4826364281,47.676385529,48213.0,48213.0,1,60.0401942723,54.7748531651,48.939618
1044,GONZALES//TX,0.0961865060985,6477.0,7.39101035738,0.443789,24.9,4.0,43.2431092604,38.4347422202,48177.0,48177.0,1,47.7950507614,40.404040404,46.613222
1045,CHESTER//TN,0.0963121501482,6074.0,12.6232245669,-0.245497,14.5,4.8,85.9385823136,44.0639059774,47023.0,47023.0,1,60.3092783505,47.6860537836,48.146638
1046,WALKER//TX,0.0963500120861,20685.0,6.06385402173,0.203422,15.4,5.0,57.4181451031,46.0945748624,48471.0,48471.0,1,34.5120154448,28.4481614231,33.919418
1047,PIKE//AL,0.0964335992492,12786.0,6.55425477051,-4.613066,10.7,6.1,57.1286382144,45.8884445812,1109.0,1109.0,1,20.2840690979,13.7298143274,50.050735
1048,LIMESTONE//TX,0.0964868876794,8084.0,11.5635997233,-0.97442,23.8,5.5,60.275432762,44.6712586099,48293.0,48293.0,1,52.2881799163,40.724580193,45.817187
1049,LAWRENCE//TN,0.0964977645306,16104.0,18.3711342731,0.123835,17.1,5.5,94.2002557666,37.0213666173,47099.0,47099.0,1,61.2977391749,42.9266049018,48.943502
